north_american_region;North America;Amérique du Nord;Nordamerika;;Norteamérica;;;;;;;;;x;
IS_NOT_COUNTRY_CORE;Is NOT a $COUNTRYADJ$ core;N'est pas une province légitime $COUNTRYADJ$;Ist KEINE $COUNTRYADJ$ Kernprovinz;;NO es un núcleo $COUNTRYADJ$;;;;;;;;;x;
IS_COUNTRY_CORE;Is a $COUNTRYADJ$ core;Est une province légitime $COUNTRYADJ$;Ist eine $COUNTRYADJ$ Kernprovinz;;Es un núcleo $COUNTRYADJ$;;;;;;;;;x;
scorched_earth;Scorched Earth;Terre brûlée;Verbrannte Erde;;Tierra quemada;;;;;;;;x;;
UNIT_SCORCH_PROVINCE;Scorch the Land;Brûler la terre;Niederbrennen;;Quemar la tierra;;;;;;;;x;;
SCORCHEDEARTH_SETUP;When an enemy scorches one of our provinces;Lorsqu'un ennemi brûle une de vos provinces;Wenn ein Feind eine unserer Provinzen niederbrennt;;Cuando un enemigo arrase una de nuestras provincias;;;;;;;;x;;
SCORCHEDEARTH_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;x;
SCORCHEDEARTH_1;$PROVINCE$ Scorched!;$PROVINCE$ brûlée !;$PROVINCE$ niedergebrannt!;;¡Han arrasado $PROVINCE$!;;;;;;;;x;;
SCORCHEDEARTH_2;$MONARCHTITLE$, we have grave news from $PROVINCE$:;$MONARCHTITLE$, nous avons de graves nouvelles de $PROVINCE$ :;$MONARCHTITLE$, wir haben schlecht Nachricht aus $PROVINCE$:;;$MONARCHTITLE$, tenemos malas noticias de $PROVINCE$:;;;;;;;;x;;
SCORCHEDEARTH_3;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;;;;;;x;
SCORCHEDEARTH_4;has committed a crime against progress and;a commis un crime contre le progrès;haben eine Verbrechen gegen den Fortschritt begangen und;;ha cometido un crimen contra el progreso y ha;;;;;;;;x;;
SCORCHEDEARTH_5;scorched the land in $PROVINCE$!;a brûlé le terre de $PROVINCE$ !;Das Land in $PROVINCE$ niedergebrannt!;;quemado la tierra de $PROVINCE$.;;;;;;;;x;;
SCORCHEDEARTH_6;Our people cry out for vengeance.;Le peuple crie vengeance.;Unsere Bevölkerung schreit nach Rache!;;El pueblo clama venganza.;;;;;;;;x;;
SCORCHEDEARTH_LOG;$PROVINCE$ has been scorched by $ACTOR$.;$ACTOR$ a brûlé $PROVINCE$.;$PROVINCE$ wurde von $ACTOR$ niedergebrannt.;;$ACTOR$ ha arrasado $PROVINCE$.;;;;;;;;x;;
SCORCHEDEARTH_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
SCORCHEDEARTH_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
SCORCHEDEARTH_BTN3;Goto;Voir;GOTO;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
SCORCHEDEARTH_MAP;*;*;*;*;*;*;*;;;;;;;x;
SCORCHEDEARTHUS_SETUP;When we scorch a province;Lorsque nous brûlons une province;Wenn wir eine Provinz niedergebrannt haben;;Cuando arrasemos una provincia.;;;;;;;;x;;
SCORCHEDEARTHUS_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;x;
SCORCHEDEARTHUS_1;$PROVINCE$ Scorched!;$PROVINCE$ brûlée !;$PROVINCE$ niedergebrannt!;;¡Han arrasado $PROVINCE$!;;;;;;;;x;;
SCORCHEDEARTHUS_2;$MONARCHTITLE$, our armies have scorched the earth in;$MONARCHTITLE$, nos armées ont brûlé la terre en;$MONARCHTITLE$, unsere Armeen haben niedergebrannt:;;$MONARCHTITLE$, nuestros ejércitos han quemado la tierra de;;;;;;;;x;;
SCORCHEDEARTHUS_3;$PROVINCE$;$PROVINCE$;$PROVINCE$;;$PROVINCE$;;;;;;;;x;;
SCORCHEDEARTHUS_4;Let the enemy come, they can feast on ashes!;Laissez l'ennemi venir et festoyer autour des cendres !;Lasst den Feind kommen, er kann sich von Asche ernähren!;;¡Que venga el enemigo y se dé un festín de cenizas!;;;;;;;;x;;
SCORCHEDEARTHUS_5;*;*;*;*;*;*;*;;;;;;;x;
SCORCHEDEARTHUS_6;*;*;*;*;*;*;*;;;;;;;x;
SCORCHEDEARTHUS_LOG;We scorched the earth in $PROVINCE$.;Nous avons brûlé la terre de $PROVINCE$.;Wir haben $PROVINCE$ niedergebrannt.;;Hemos quemado la tierra de $PROVINCE$.;;;;;;;;x;;
SCORCHEDEARTHUS_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
SCORCHEDEARTHUS_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
SCORCHEDEARTHUS_BTN3;Goto;Voir;GOTO;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;
SCORCHEDEARTHUS_MAP;*;*;*;*;*;*;*;;;;;;;x;
SUPPLY_AFFECTED;The following factors MAY affect the supply of this good in provinces producing it.;Les facteurs suivants PEUVENT affecter l'approvisionnement de cette marchandise dans les provinces qui la produisent.;Die folgenden Faktoren  in den Provinzen, wo sie produziert werden beeinflussen das Angebot dieser Güter.;;Los siguientes factores PUEDEN afectar al suministro de estas mercancías en las provincias que las producen.;;;;;;;;;x;
DEMAND_AFFECTED;Demand for this good is affected by the following factors in every populated province in the world.;La demande de cette marchandise est affectée par les facteurs suivants dans chaque province peuplée du monde.;Der Verbrauch dieser Güter wird von den folgenden Faktoren in allen bevölkerten Provinzen der Welt beeinflusst.;;La demanda de estas mercancías se ve afectada por los siguientes factores en cada provincia poblada del mundo.;;;;;;;;;x;
ITS_OWNER;its owner;son propriétaire;sein Besitzer;;su propietario;;;;;;;;;x;
UNIT_SCORCH_PROVINCE_IRO;§YScorched Earth§W lasts for §Y$MONTHS$§W months and has the following effects:;§YTerre brûlée§W dure depuis §Y$MONTHS$§W mois et présente les effets suivants :;§YVerbrannte Erde§W dauert für §Y$MONTHS$§W Monate an und hat folgende Effekte:;;§YTierra quemada§W dura §Y$MONTHS$§W meses y tiene los efectos siguientes:;;;;;;;;x;;
prussian_nation_title;Reform into Prussia;Réforme en Prusse;Reformiert Euch zu Preußen;;Reforma en Prusia;;;;;;;;;x;
prussian_nation_desc;The age of crusading knights is fading fast. There will come a time when we no longer stand to gain by holding on to the trappings of a monastic order. Besides, the Grandmaster would much rather be a Duke... or King. By reforming into a secular state, we can revitalize our administration and gain the respect of our neighbors.;L'ère des croisés s'efface rapidement. Un jour viendra où nous ne succomberons plus à l'apparat d'un ordre monastique. Qui plus est, le grand-maître serait plutôt duc... ou roi. En le réformant en État séculier, nous pourrons redynamiser notre administration et gagner le respect de nos voisins.;Mit dem Abbruch der Beziehungen zum Papsttum gibt es keinen Grund mehr, die Erscheinung eines Monastischen Staates aufrechtzuerhalten. Der Großmeister wäre viel lieber ein Herzog…oder König.;;La época de los caballeros cruzados se desvanece rápidamente. Llegará un momento en el que ya no podremos aferrarnos al boato de una orden monástica. Además, mejor que el gran maestre fuera un duque... o un rey. Si pasamos a ser un estado secular, podremos revitalizar la administración y ganarnos el respeto de los vecinos.;;;;;;;;;x;
feudal_monarchy_ruler_muslim;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x;
feudal_monarchy_ruler_female_muslim;Sultana;Sultane;Sultana;;Sultana;;;;;;;;;x;
despotic_monarchy_ruler_muslim;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x;
despotic_monarchy_ruler_female_muslim;Sultana;Sultane;Sultana;;Sultana;;;;;;;;;x;
noble_republic_ruler_muslim;Emir;Émir;Emir;;Emir;;;;;;;;;x;
administrative_monarchy_ruler_muslim;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x;
administrative_monarchy_ruler_female_muslim;Sultana;Sultane;Sultana;;Sultana;;;;;;;;;x;
absolute_monarchy_ruler_muslim;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x;
absolute_monarchy_ruler_female_muslim;Sultana;Sultane;Sultana;;Sultana;;;;;;;;;x;
constitutional_monarchy_ruler_muslim;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x;
constitutional_monarchy_ruler_female_muslim;Sultana;Sultane;Sultana;;Sultana;;;;;;;;;x;
enlightened_despotism_ruler_muslim;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x;
enlightened_despotism_ruler_female_muslim;Sultana;Sultane;Sultana;;Sultana;;;;;;;;;x;
bureaucratic_despotism_ruler_muslim;Grand Vizier;Grand vizir;Großvezir;;Gran visir;;;;;;;;;x;
theocratic_government_ruler_sunni;Mufti;Mufti;Mufti;;Muftí;;;;;;;;;x;
theocratic_government_ruler_shiite;Ayatollah;Ayatollah;Ayatollah;;Ayatolá;;;;;;;;;x;
imperial_government_ruler_sunni;Padishah;Padishah;Padishah;;Padisha;;;;;;;;;x;
imperial_government_ruler_shiite;Shahanshah;Shahanshah;Shahanshah;;Shahanshah;;;;;;;;;x;
tribal_despotism_ruler_altaic;Khan;Khan;Khan;;Khan;;;;;;;;;x;
tribal_federation_ruler_altaic;Khagan;Khagan;Khagan;;Jagan;;;;;;;;;x;
tribal_democracy_ruler_altaic;Khan;Khan;Khan;;Khan;;;;;;;;;x;
tribal_despotism_ruler_muslim;Malik;Malik;Malik;;Malik;;;;;;;;;x;
tribal_federation_ruler_muslim;Malik;Malik;Malik;;Malik;;;;;;;;;x;
tribal_democracy_ruler_muslim;Sheikh;Sheikh;Scheich;;Jeque;;;;;;;;;x;
merchant_republic_ruler_east_slavic;Knyaz;Knyaz;Knyaz;;Kniaz;;;;;;;;;x;
noble_republic_ruler_east_slavic;Knyaz;Knyaz;Knyaz;;Kniaz;;;;;;;;;x;
administrative_republic_ruler_east_slavic;Posadnik;Posadnik;Posadnik;;Posadnik;;;;;;;;;x;
imperial_government_ruler_east_slavic;Czar;Tsar;Zar;;Zar;;;;;;;;;x;
imperial_government_ruler_female_east_slavic;Czarina;Tsarine;Zarina;;Zarina;;;;;;;;;x;
revolutionary_empire_ruler_east_slavic;Czar;Tsar;Zar;;Zar;;;;;;;;;x;
revolutionary_empire_ruler_female_east_slavic;Czarina;Tsarine;Zarina;;Zarina;;;;;;;;;x;
imperial_government_ruler_south_slavic;Czar;Tsar;Zar;;Zar;;;;;;;;;x;
imperial_government_ruler_female_south_slavic;Czarina;Tsarine;Zarina;;Zarina;;;;;;;;;x;
revolutionary_empire_ruler_south_slavic;Czar;Tsar;Zar;;Zar;;;;;;;;;x;
revolutionary_empire_ruler_female_south_slavic;Czarina;Tsarine;Zarina;;Zarina;;;;;;;;;x;
imperial_government_ruler_germanic;Kaiser;Kaiser;Kaiser;;Káiser;;;;;;;;;x;
revolutionary_empire_ruler_germanic;Kaiser;Kaiser;Kaiser;;Káiser;;;;;;;;;x;
theocratic_government_ruler_prussian;Hochmeister;Grand maître;Hochmeister;;Hochmeister;;;;;;;;;x;
theocratic_government_ruler_latvian;Hochmeister;Grand maître;Hochmeister;;Hochmeister;;;;;;;;;x;
theocratic_government_ruler_maltese;Grandmaster;Grand-maître;Großmeister;;Gran maestre;;;;;;;;;x;
theocratic_government_ruler_orthodox;Metropolitan;Métropolitain;Metropolit;;Obispo metropolitano;;;;;;;;;x;
imperial_government_ruler_turkish;Padishah;Padishah;Padishah;;Padisha;;;;;;;;;x;
imperial_government_ruler_altaic;Khagan;Khagan;Khagan;;Jagan;;;;;;;;;x;
theocratic_government_ruler_tibetan;Lama;Lama;Lama;;Lama;;;;;;;;;x;
feudal_monarchy_ruler_vassal_christian;Duke;Duc;Herzog;;Duque;;;;;;;;;x;
despotic_monarchy_ruler_vassal_christian;Duke;Duc;Herzog;;Duque;;;;;;;;;x;
administrative_monarchy_ruler_vassal_christian;Duke;Duc;Herzog;;Duque;;;;;;;;;x;
absolute_monarchy_ruler_vassal_christian;Duke;Duc;Herzog;;Duque;;;;;;;;;x;
constitutional_monarchy_ruler_vassal_christian;Duke;Duc;Herzog;;Duque;;;;;;;;;x;
enlightened_despotism_ruler_vassal_christian;Duke;Duc;Herzog;;Duque;;;;;;;;;x;
theocratic_government_ruler_vassal_christian;Bishop;Évêque;Bischof;;Obispo;;;;;;;;;x;
theocratic_government_ruler_vassal_orthodox;Metropolitan;Métropolitain;Metropolit;;Obispo metropolitano;;;;;;;;;x;
feudal_monarchy_ruler_female_vassal_christian;Duchess;Duchesse;Herzogin;;Duquesa;;;;;;;;;x;
despotic_monarchy_ruler_female_vassal_christian;Duchess;Duchesse;Herzogin;;Duquesa;;;;;;;;;x;
administrative_monarchy_ruler_female_vassal_christian;Duchess;Duchesse;Herzogin;;Duquesa;;;;;;;;;x;
absolute_monarchy_ruler_female_vassal_christian;Duchess;Duchesse;Herzogin;;Duquesa;;;;;;;;;x;
constitutional_monarchy_ruler_female_vassal_christian;Duchess;Duchesse;Herzogin;;Duquesa;;;;;;;;;x;
enlightened_despotism_ruler_female_vassal_christian;Duchess;Duchesse;Herzogin;;Duquesa;;;;;;;;;x;
feudal_monarchy_ruler_vassal_muslim;Emir;Émir;Emir;;Emir;;;;;;;;;x;
despotic_monarchy_ruler_vassal_muslim;Emir;Émir;Emir;;Emir;;;;;;;;;x;
administrative_monarchy_ruler_vassal_muslim;Emir;Émir;Emir;;Emir;;;;;;;;;x;
absolute_monarchy_ruler_vassal_muslim;Emir;Émir;Emir;;Emir;;;;;;;;;x;
constitutional_monarchy_ruler_vassal_muslim;Emir;Émir;Emir;;Emir;;;;;;;;;x;
enlightened_despotism_ruler_vassal_muslim;Emir;Émir;Emir;;Emir;;;;;;;;;x;
theocratic_government_prussian;Monastic State;État monastique;Monastischer Staat;;Estado monástico;;;;;;;;;x;
theocratic_government_latvian;Monastic State;État monastique;Monastischer Staat;;Estado monástico;;;;;;;;;x;
theocratic_government_maltese;Monastic State;État monastique;Monastischer Staat;;Estado monástico;;;;;;;;;x;
theocratic_government_christian;Archbishopric;Archevêché;Erzbischoftum;;Arzobispado;;;;;;;;;x;
theocratic_government_vassal_christian;Bishopric;Évêché;Bischofstum;;Obispado;;;;;;;;;x;
theocratic_government_orthodox;Metropolis;Métropole;Metropolis;;Metrópoli;;;;;;;;;x;
theocratic_government_vassal_orthodox;Metropolis;Métropole;Metropolis;;Metrópoli;;;;;;;;;x;
feudal_monarchy_muslim;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x;
feudal_monarchy_vassal_muslim;Emirate;Émirat;Emirat;;Emirato;;;;;;;;;x;
despotic_monarchy_muslim;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x;
despotic_monarchy_vassal_muslim;Emirate;Émirat;Emirat;;Emirato;;;;;;;;;x;
absolute_monarchy_muslim;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x;
absolute_monarchy_vassal_muslim;Emirate;Émirat;Emirat;;Emirato;;;;;;;;;x;
administrative_monarchy_muslim;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x;
administrative_monarchy_vassal_muslim;Emirate;Émirat;Emirat;;Emirato;;;;;;;;;x;
constitutional_monarchy_muslim;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x;
constitutional_monarchy_vassal_muslim;Emirate;Émirat;Emirat;;Emirato;;;;;;;;;x;
enlightened_despotism_muslim;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x;
